filing_id,filing_date,transaction_date,ticker,insider_name,insider_title,transaction_type,shares_transacted,price_per_share,transaction_value,shares_owned_after,ownership_type,filing_delay_days
644,2022-04-27,2022-04-26,GZSW,Insider_GZSW_1,VP,S-Sale,18546,18.69,346543.62,175531,Direct,1
6796,2022-04-27,2022-04-25,CAAH,Insider_CAAH_1,COO,S-Sale,4460,21.18,94442.39,21065,Direct,2
723,2022-04-28,2022-04-26,TKQH,Insider_TKQH_8,General Counsel,S-Sale,45945,8.35,383474.37,42753,Indirect,2
5729,2022-04-29,2022-04-27,EDBT,Insider_EDBT_4,Director,P-Purchase,100,17.36,1736.4,18335,Direct,2
5647,2022-04-29,2022-04-29,RZLB,Insider_RZLB_2,CEO,S-Sale,12172,66.76,812546.88,114723,Indirect,0
6126,2022-04-29,2022-04-28,NCF,Insider_NCF_1,Director,S-Sale,387,43.72,16919.39,93921,Indirect,1
2293,2022-05-02,2022-04-30,MOUP,Insider_MOUP_3,VP,S-Sale,5248,6.77,35554.62,0,Direct,2
4440,2022-05-02,2022-05-02,LEEW,Insider_LEEW_3,COO,S-Sale,1429,3.5,5008.2,244,Direct,0
3097,2022-05-02,2022-05-01,JZSG,Insider_JZSG_0,10% Owner,P-Purchase,2714,23.16,62867.81,18584,Trust,1
178,2022-05-02,2022-05-02,HGZZ,Insider_HGZZ_2,Controller,S-Sale,137478,41.04,5642637.52,0,Trust,0
6233,2022-05-02,2022-04-30,EDBT,Insider_EDBT_5,Director,S-Sale,40570,21.14,857554.2,0,Direct,2
7986,2022-05-03,2022-05-02,KKRO,Insider_KKRO_4,10% Owner,S-Sale,1510,12.71,19188.62,31358,Direct,1
4127,2022-05-03,2022-04-26,BCQ,Insider_BCQ_3,10% Owner,S-Sale,1301,3.58,4651.97,98133,Indirect,7
5733,2022-05-03,2022-05-01,JZSG,Insider_JZSG_0,10% Owner,S-Sale,16627,19.43,323088.34,35280,Direct,2
2480,2022-05-04,2022-05-02,TXLR,Insider_TXLR_8,10% Owner,P-Purchase,18498,11.63,215152.94,26650,Direct,2
2915,2022-05-04,2022-05-03,HGZZ,Insider_HGZZ_7,Director,S-Sale,2000,27.43,54861.4,42054,Direct,1
3974,2022-05-04,2022-05-01,NTS,Insider_NTS_4,COO,S-Sale,26212,35.22,923154.81,41165,Direct,3
3610,2022-05-04,2022-04-27,YROI,Insider_YROI_6,SVP,S-Sale,7230,7.29,52691.24,1702,Direct,7
6581,2022-05-04,2022-05-01,ZIGI,Insider_ZIGI_2,SVP,S-Sale,575,5.04,2900.08,16868,Direct,3
1668,2022-05-04,2022-05-03,VQTJ,Insider_VQTJ_0,10% Owner,P-Purchase,484,11.4,5515.52,49921,Direct,1
4257,2022-05-04,2022-05-03,KZW,Insider_KZW_6,CFO,S-Sale,1088,29.44,32035.77,1014,Trust,1
7589,2022-05-04,2022-05-01,EOQ,Insider_EOQ_2,CTO,S-Sale,177865,17.72,3152566.56,0,Direct,3
6346,2022-05-04,2022-05-03,IGRD,Insider_IGRD_0,CTO,S-Sale,7148,11.25,80421.66,55925,Direct,1
3068,2022-05-04,2022-05-02,DJEI,Insider_DJEI_0,Director,P-Purchase,2991,4.69,14042.28,34319,Direct,2
5141,2022-05-05,2022-05-04,VWEA,Insider_VWEA_2,Director,S-Sale,15237,2.67,40648.07,6156,Direct,1
6395,2022-05-05,2022-05-04,CYR,Insider_CYR_4,Director,S-Sale,6032,8.36,50433.01,0,Indirect,1
4341,2022-05-05,2022-04-28,URM,Insider_URM_1,Director,S-Sale,2612,5.32,13898.5,8278,Trust,7
287,2022-05-05,2022-05-05,VQTJ,Insider_VQTJ_3,VP,P-Purchase,8114,8.4,68166.68,12387,Direct,0
798,2022-05-05,2022-05-02,ZWNX,Insider_ZWNX_3,Director,P-Purchase,1043,53.12,55405.74,9874,Direct,3
1729,2022-05-05,2022-05-04,NPNL,Insider_NPNL_1,Director,P-Purchase,746,9.98,7441.79,129103,Direct,1
1520,2022-05-06,2022-05-03,RME,Insider_RME_4,Director,S-Sale,3649,5.16,18825.0,4640,Direct,3
6319,2022-05-06,2022-05-04,JSQX,Insider_JSQX_3,CTO,P-Purchase,6992,9.1,63614.02,166890,Direct,2
2652,2022-05-06,2022-05-04,RBV,Insider_RBV_0,Director,P-Purchase,950,3.9,3705.21,354346,Direct,2
1277,2022-05-09,2022-05-07,VXI,Insider_VXI_1,Director,S-Sale,508,10.8,5488.87,859,Direct,2
7372,2022-05-09,2022-05-08,XZYM,Insider_XZYM_4,CEO,S-Sale,163231,11.76,1918988.7,0,Indirect,1
5457,2022-05-09,2022-05-06,JBZ,Insider_JBZ_1,SVP,S-Sale,2219,4.67,10361.29,1632,Direct,3
915,2022-05-09,2022-05-07,UHZD,Insider_UHZD_4,Director,S-Sale,754,21.03,15856.2,1636,Indirect,2
6234,2022-05-09,2022-05-09,KVP,Insider_KVP_2,10% Owner,P-Purchase,1383,11.52,15936.46,12514,Direct,0
6743,2022-05-10,2022-05-06,VWEA,Insider_VWEA_2,Director,P-Purchase,963,5.74,5522.97,6658,Indirect,4
5334,2022-05-10,2022-05-07,ZWZ,Insider_ZWZ_2,General Counsel,S-Sale,1142,6.04,6900.93,22705,Direct,3
1930,2022-05-10,2022-05-08,HTPM,Insider_HTPM_5,SVP,S-Sale,100,17.64,1763.95,6612,Direct,2
332,2022-05-10,2022-05-08,CAAH,Insider_CAAH_3,Director,P-Purchase,546,19.63,10719.49,8068,Indirect,2
6226,2022-05-11,2022-05-09,BTO,Insider_BTO_4,Director,P-Purchase,1092,7.25,7921.15,6274,Direct,2
3094,2022-05-11,2022-05-09,OMA,Insider_OMA_2,SVP,S-Sale,4667,14.29,66674.07,0,Direct,2
5740,2022-05-11,2022-05-10,CYR,Insider_CYR_7,SVP,S-Sale,1352,4.99,6746.34,16276,Indirect,1
6261,2022-05-11,2022-05-11,QQL,Insider_QQL_2,CFO,S-Sale,1964,11.19,21969.57,9328,Trust,0
6513,2022-05-11,2022-05-08,NBKS,Insider_NBKS_4,CFO,S-Sale,42919,8.21,352179.67,0,Direct,3
5324,2022-05-11,2022-05-08,PAIF,Insider_PAIF_7,SVP,S-Sale,12054,9.46,114046.85,285121,Direct,3
4068,2022-05-11,2022-05-10,JZSG,Insider_JZSG_5,SVP,S-Sale,1853,24.97,46265.75,9878,Direct,1
3488,2022-05-12,2022-05-10,QEDJ,Insider_QEDJ_1,Director,S-Sale,8602,11.79,101416.77,146691,Direct,2
3991,2022-05-13,2022-05-12,ZWNX,Insider_ZWNX_4,10% Owner,S-Sale,1021,46.24,47213.12,95270,Trust,1
3734,2022-05-13,2022-05-10,OAU,Insider_OAU_5,Director,S-Sale,255779,4.63,1184435.8,0,Direct,3
2599,2022-05-13,2022-05-10,BFRB,Insider_BFRB_1,VP,P-Purchase,2099,5.69,11950.64,48588,Direct,3
4455,2022-05-13,2022-05-06,DRHD,Insider_DRHD_0,10% Owner,S-Sale,251129,4.9,1231069.97,0,Indirect,7
5523,2022-05-13,2022-05-10,GAAY,Insider_GAAY_0,Director,S-Sale,100,23.49,2349.0,2089877,Direct,3
1232,2022-05-16,2022-05-06,TPYV,Insider_TPYV_5,VP,S-Sale,13221,9.54,126144.67,41529,Direct,10
4290,2022-05-16,2022-05-15,KDMG,Insider_KDMG_2,Controller,S-Sale,2941,23.1,67950.49,2937,Direct,1
2435,2022-05-16,2022-05-14,UEJJ,Insider_UEJJ_0,10% Owner,S-Sale,5025,3.25,16342.47,3405,Indirect,2
1369,2022-05-17,2022-05-14,IGRD,Insider_IGRD_1,Director,S-Sale,833,3.24,2697.7,615,Direct,3
4957,2022-05-18,2022-05-16,HTCP,Insider_HTCP_6,Director,S-Sale,1500,15.52,23286.8,13941,Direct,2
1645,2022-05-18,2022-05-17,NCF,Insider_NCF_0,Director,P-Purchase,7885,33.8,266485.35,245314,Indirect,1
7195,2022-05-18,2022-05-17,KKP,Insider_KKP_1,SVP,S-Sale,16537,19.21,317749.56,10828,Direct,1
4520,2022-05-18,2022-05-13,KVP,Insider_KVP_4,General Counsel,S-Sale,11977,18.7,223972.53,0,Direct,5
6811,2022-05-18,2022-05-16,UPMR,Insider_UPMR_5,Director,S-Sale,311,8.64,2686.54,610347,Direct,2
483,2022-05-18,2022-05-15,ZHZ,Insider_ZHZ_0,CFO,S-Sale,39671,12.51,496452.71,0,Indirect,3
1802,2022-05-19,2022-05-17,OYV,Insider_OYV_0,CTO,S-Sale,1049,12.16,12757.04,587,Direct,2
1423,2022-05-19,2022-05-18,JZSG,Insider_JZSG_4,VP,S-Sale,538,13.04,7017.54,37719,Indirect,1
1633,2022-05-19,2022-05-18,VZCH,Insider_VZCH_5,COO,S-Sale,3771,4.45,16798.61,66856,Direct,1
7067,2022-05-19,2022-05-18,ZPU,Insider_ZPU_1,VP,S-Sale,8978,9.22,82760.0,411746,Trust,1
6175,2022-05-19,2022-05-16,UFA,Insider_UFA_0,CTO,S-Sale,2565,6.46,16579.8,75297,Direct,3
6698,2022-05-19,2022-05-15,YUFL,Insider_YUFL_6,Controller,S-Sale,1336,5.02,6702.99,3974,Trust,4
7822,2022-05-20,2022-05-20,YYR,Insider_YYR_6,VP,S-Sale,10687,23.59,252152.43,0,Direct,0
4897,2022-05-20,2022-05-20,KZW,Insider_KZW_1,CFO,S-Sale,135030,27.81,3754856.67,0,Direct,0
6987,2022-05-20,2022-05-18,FHI,Insider_FHI_0,VP,S-Sale,176291,17.02,3001127.99,107630,Direct,2
5983,2022-05-20,2022-05-18,UWI,Insider_UWI_3,VP,S-Sale,35364,26.51,937525.06,0,Direct,2
7938,2022-05-23,2022-05-23,VBJ,Insider_VBJ_4,Director,P-Purchase,570,3.49,1988.32,19823,Direct,0
3776,2022-05-23,2022-05-13,NCA,Insider_NCA_6,Controller,S-Sale,1047,37.99,39772.82,387,Direct,10
1900,2022-05-23,2022-05-21,OWNK,Insider_OWNK_0,VP,S-Sale,231,31.51,7279.89,1969,Direct,2
306,2022-05-23,2022-05-20,LZNB,Insider_LZNB_4,General Counsel,P-Purchase,10499,5.62,59011.61,48563,Direct,3
4750,2022-05-23,2022-05-21,BOHH,Insider_BOHH_2,Director,S-Sale,2590,41.26,106870.55,53329,Trust,2
6551,2022-05-23,2022-05-22,OYWE,Insider_OYWE_7,CTO,S-Sale,3512,10.48,36817.08,10738,Direct,1
7966,2022-05-23,2022-05-21,JCGP,Insider_JCGP_2,General Counsel,S-Sale,11579,58.42,676404.96,0,Direct,2
3672,2022-05-23,2022-05-23,ZIGI,Insider_ZIGI_2,SVP,S-Sale,15334,12.14,186135.52,0,Trust,0
7027,2022-05-24,2022-05-20,KEDC,Insider_KEDC_6,Director,S-Sale,102255,9.76,997870.99,0,Direct,4
4519,2022-05-24,2022-05-23,GAAY,Insider_GAAY_3,10% Owner,S-Sale,731,23.34,17061.41,23193,Direct,1
2926,2022-05-24,2022-05-22,OAU,Insider_OAU_4,VP,S-Sale,10767,12.1,130276.02,0,Indirect,2
5960,2022-05-24,2022-05-22,PUEC,Insider_PUEC_4,VP,P-Purchase,866,4.28,3710.7,12328,Direct,2
4980,2022-05-24,2022-05-19,ZLY,Insider_ZLY_9,General Counsel,S-Sale,28523,4.98,142005.45,650149,Direct,5
2449,2022-05-25,2022-05-24,OSBT,Insider_OSBT_0,Director,S-Sale,1862,15.77,29369.05,181400,Direct,1
5828,2022-05-25,2022-05-20,ZVLY,Insider_ZVLY_4,SVP,P-Purchase,6294,22.72,143000.79,8338,Direct,5
1718,2022-05-25,2022-05-23,OWO,Insider_OWO_1,10% Owner,S-Sale,22012,5.27,116017.52,46791,Trust,2
5,2022-05-25,2022-05-25,OWNK,Insider_OWNK_2,CEO,S-Sale,1854,22.46,41648.24,85345,Direct,0
4568,2022-05-25,2022-05-24,TXVX,Insider_TXVX_5,General Counsel,S-Sale,6462,25.28,163343.45,23791,Indirect,1
5480,2022-05-26,2022-05-24,MROD,Insider_MROD_0,10% Owner,P-Purchase,3838,10.57,40576.49,29651,Direct,2
3632,2022-05-26,2022-05-24,HIGA,Insider_HIGA_3,Director,S-Sale,1079,3.19,3437.68,10066,Indirect,2
5713,2022-05-26,2022-05-22,ZLY,Insider_ZLY_2,Director,S-Sale,947,5.45,5165.78,50447,Direct,4
3883,2022-05-26,2022-05-25,TYDJ,Insider_TYDJ_5,CFO,S-Sale,11585,20.88,241921.55,0,Direct,1
166,2022-05-27,2022-05-20,RME,Insider_RME_7,10% Owner,S-Sale,1564,4.35,6808.29,31637,Direct,7
4640,2022-05-27,2022-05-24,XKS,Insider_XKS_3,Director,S-Sale,125041,7.4,925349.4,0,Direct,3
883,2022-05-27,2022-05-24,WNGI,Insider_WNGI_8,Director,S-Sale,24792,10.76,266730.58,61320,Direct,3
603,2022-05-27,2022-05-24,WDWK,Insider_WDWK_1,Director,S-Sale,8055,46.42,373891.54,6083,Direct,3
5900,2022-05-27,2022-05-27,OSBT,Insider_OSBT_2,Director,P-Purchase,30763,13.57,417314.63,32607,Direct,0
4839,2022-05-27,2022-05-20,YTQB,Insider_YTQB_2,Director,S-Sale,70177,1.83,128699.69,0,Direct,7
48,2022-05-30,2022-05-29,TXVX,Insider_TXVX_7,Director,S-Sale,4684,27.41,128372.24,84866,Direct,1
3641,2022-05-30,2022-05-29,OWO,Insider_OWO_5,CFO,S-Sale,9607,5.03,48323.83,13343,Direct,1
7280,2022-05-30,2022-05-28,ZWZ,Insider_ZWZ_0,CFO,P-Purchase,6706,2.6,17415.54,10485,Direct,2
2754,2022-05-30,2022-05-30,WCLZ,Insider_WCLZ_5,Director,S-Sale,29136,14.89,433706.03,52331,Direct,0
2443,2022-05-31,2022-05-29,EVY,Insider_EVY_1,Director,P-Purchase,7260,17.29,125560.72,29835,Direct,2
6318,2022-05-31,2022-05-30,DRHD,Insider_DRHD_8,10% Owner,S-Sale,1340,8.59,11514.34,2859,Direct,1
5390,2022-05-31,2022-05-29,RBV,Insider_RBV_2,10% Owner,S-Sale,3594,3.64,13099.28,5250,Direct,2
458,2022-05-31,2022-05-27,NRZI,Insider_NRZI_2,CFO,S-Sale,43965,28.73,1263285.38,136171,Direct,4
2965,2022-06-01,2022-06-01,ZMI,Insider_ZMI_6,Director,S-Sale,53097,7.56,401186.94,0,Direct,0
3870,2022-06-01,2022-05-31,EDBT,Insider_EDBT_2,COO,S-Sale,5540,20.07,111203.45,33401,Direct,1
473,2022-06-01,2022-06-01,YYR,Insider_YYR_2,Director,S-Sale,5791,20.44,118391.21,9561,Indirect,0
5466,2022-06-01,2022-06-01,ZWNX,Insider_ZWNX_0,CEO,P-Purchase,446,80.15,35746.4,6553,Direct,0
7982,2022-06-01,2022-05-31,FGNM,Insider_FGNM_2,SVP,S-Sale,133,10.22,1359.17,20482,Direct,1
179,2022-06-01,2022-05-22,WCLZ,Insider_WCLZ_5,Director,S-Sale,86133,18.61,1603249.33,0,Direct,10
1806,2022-06-01,2022-05-31,WFQ,Insider_WFQ_2,COO,P-Purchase,5117,19.51,99818.6,6619,Direct,1
554,2022-06-01,2022-06-01,AHQ,Insider_AHQ_1,CTO,S-Sale,49887,5.76,287513.98,191812,Direct,0
326,2022-06-02,2022-05-31,JWZ,Insider_JWZ_2,Controller,S-Sale,2350,25.12,59030.47,3222,Direct,2
5883,2022-06-02,2022-05-23,BTO,Insider_BTO_2,Director,S-Sale,259,9.79,2535.15,33682,Direct,10
5946,2022-06-02,2022-05-30,SMM,Insider_SMM_6,SVP,S-Sale,5619,5.47,30762.4,32231,Direct,3
3982,2022-06-02,2022-05-30,BFRB,Insider_BFRB_0,CEO,P-Purchase,4066,4.72,19203.98,9115,Direct,3
4297,2022-06-02,2022-05-29,WNGI,Insider_WNGI_5,SVP,S-Sale,11709,10.63,124472.21,104481,Indirect,4
3403,2022-06-02,2022-05-31,VZCH,Insider_VZCH_7,VP,S-Sale,654,6.79,4443.5,102259,Direct,2
7118,2022-06-03,2022-06-02,XQQ,Insider_XQQ_7,Director,S-Sale,9331,4.61,43005.35,26232,Direct,1
953,2022-06-03,2022-06-02,OWO,Insider_OWO_0,Director,S-Sale,3964,6.59,26132.69,5237,Direct,1
1394,2022-06-03,2022-06-01,AVA,Insider_AVA_4,10% Owner,P-Purchase,17279,11.82,204299.88,119271,Direct,2
2196,2022-06-03,2022-05-31,LEEW,Insider_LEEW_8,CTO,S-Sale,6598,6.53,43054.8,99492,Trust,3
2981,2022-06-06,2022-06-04,TPYV,Insider_TPYV_5,VP,P-Purchase,100,10.51,1051.33,73240,Indirect,2
690,2022-06-06,2022-06-04,PSD,Insider_PSD_1,VP,S-Sale,7125,23.75,169230.34,166217,Direct,2
5635,2022-06-06,2022-06-01,EXQN,Insider_EXQN_0,General Counsel,S-Sale,30606,11.04,337903.03,0,Direct,5
4733,2022-06-07,2022-06-07,UPMR,Insider_UPMR_0,CFO,S-Sale,2030,12.69,25752.82,1563,Direct,0
6051,2022-06-07,2022-06-04,ICA,Insider_ICA_1,Director,S-Sale,404,43.56,17598.47,297705,Indirect,3
1686,2022-06-07,2022-05-31,ELQW,Insider_ELQW_2,Director,S-Sale,888,27.16,24120.11,17857,Direct,7
321,2022-06-07,2022-06-05,HDXY,Insider_HDXY_1,CEO,S-Sale,329608,18.24,6010798.23,0,Trust,2
1146,2022-06-07,2022-06-05,WNGI,Insider_WNGI_1,CFO,S-Sale,46282,12.07,558427.76,0,Direct,2
6855,2022-06-07,2022-06-06,ZNXS,Insider_ZNXS_2,Director,S-Sale,584,7.05,4116.55,10180,Direct,1
5999,2022-06-07,2022-06-06,CPWY,Insider_CPWY_5,CEO,S-Sale,867,12.68,10996.41,5136,Indirect,1
7770,2022-06-08,2022-06-04,CCAE,Insider_CCAE_3,Director,S-Sale,693,30.25,20964.07,16361,Direct,4
96,2022-06-08,2022-06-06,LEEW,Insider_LEEW_6,CTO,S-Sale,724,8.31,6014.68,3472,Trust,2
7366,2022-06-09,2022-06-07,YVQM,Insider_YVQM_0,Director,P-Purchase,215,6.71,1442.07,5129,Direct,2
6408,2022-06-09,2022-06-07,AHQ,Insider_AHQ_1,CTO,P-Purchase,3136,6.11,19151.59,86395,Direct,2
4390,2022-06-09,2022-06-08,FVJ,Insider_FVJ_6,Controller,S-Sale,34392,10.27,353146.6,179842,Direct,1
3980,2022-06-09,2022-06-02,JZL,Insider_JZL_2,Controller,S-Sale,51033,15.45,788303.38,0,Trust,7
1501,2022-06-10,2022-06-07,LFBU,Insider_LFBU_2,Director,S-Sale,2629,6.36,16709.1,77992,Indirect,3
3430,2022-06-10,2022-06-09,AEWZ,Insider_AEWZ_0,10% Owner,S-Sale,9026,12.49,112762.81,37276,Indirect,1
3580,2022-06-10,2022-06-08,HIGA,Insider_HIGA_2,10% Owner,P-Purchase,4282,2.87,12278.84,9397,Direct,2
6624,2022-06-10,2022-06-06,ZLY,Insider_ZLY_6,VP,S-Sale,1991,10.34,20593.62,28182,Indirect,4
3282,2022-06-10,2022-06-09,MOUP,Insider_MOUP_3,VP,S-Sale,1196,11.19,13377.35,17857,Direct,1
1158,2022-06-13,2022-06-06,EDBT,Insider_EDBT_5,Director,S-Sale,20927,11.34,237213.02,3933,Direct,7
6746,2022-06-13,2022-06-12,TXLR,Insider_TXLR_6,Controller,P-Purchase,13297,9.14,121473.64,75111,Trust,1
1672,2022-06-13,2022-06-12,KEDC,Insider_KEDC_0,Director,P-Purchase,14287,8.71,124435.89,23224,Direct,1
7352,2022-06-13,2022-06-06,MAVT,Insider_MAVT_3,10% Owner,S-Sale,7233,3.67,26546.26,0,Direct,7
2088,2022-06-13,2022-06-13,JPHF,Insider_JPHF_3,CFO,S-Sale,5726,9.16,52459.65,20679,Trust,0
6917,2022-06-13,2022-06-12,APLS,Insider_APLS_2,CTO,S-Sale,1783,42.55,75871.76,68024,Indirect,1
4275,2022-06-13,2022-06-13,TYDJ,Insider_TYDJ_8,CFO,P-Purchase,100,19.56,1955.51,294774,Trust,0
5655,2022-06-14,2022-06-12,CPWY,Insider_CPWY_8,10% Owner,P-Purchase,100,17.07,1707.17,190291,Direct,2
5933,2022-06-14,2022-06-12,XDYU,Insider_XDYU_3,General Counsel,S-Sale,2657,20.82,55315.72,29034,Indirect,2
210,2022-06-14,2022-06-14,VKEA,Insider_VKEA_2,VP,P-Purchase,497,9.58,4762.91,93916,Direct,0
1481,2022-06-15,2022-06-10,ASJL,Insider_ASJL_4,General Counsel,S-Sale,36347,32.42,1178285.47,0,Direct,5
5580,2022-06-15,2022-06-14,RME,Insider_RME_1,Director,P-Purchase,317,4.57,1450.08,20046,Trust,1
6021,2022-06-16,2022-06-12,WDWK,Insider_WDWK_9,General Counsel,S-Sale,2374,55.85,132587.45,688777,Direct,4
5169,2022-06-16,2022-06-13,ZWZ,Insider_ZWZ_1,Director,S-Sale,1224,3.73,4562.53,55776,Indirect,3
3191,2022-06-16,2022-06-14,VPYH,Insider_VPYH_0,CTO,S-Sale,4899,7.98,39111.5,109322,Indirect,2
2441,2022-06-16,2022-06-15,DEWG,Insider_DEWG_3,Director,P-Purchase,1536,14.86,22831.45,77053,Direct,1
2158,2022-06-16,2022-06-14,NBKS,Insider_NBKS_5,CEO,S-Sale,62123,8.2,509198.23,16957,Trust,2
5057,2022-06-16,2022-06-15,OQKU,Insider_OQKU_4,CEO,S-Sale,105696,61.23,6471752.37,0,Direct,1
5686,2022-06-16,2022-06-14,PAIF,Insider_PAIF_8,CEO,S-Sale,368425,7.16,2638703.38,0,Direct,2
6885,2022-06-16,2022-06-15,OWO,Insider_OWO_4,Director,S-Sale,455,7.8,3550.76,1172,Trust,1
7032,2022-06-16,2022-06-16,WCLZ,Insider_WCLZ_3,Director,S-Sale,918,14.42,13240.97,3035,Direct,0
3867,2022-06-17,2022-06-16,ZSZ,Insider_ZSZ_2,Director,S-Sale,4254,6.12,26042.85,13318,Trust,1
6781,2022-06-17,2022-06-13,XZYM,Insider_XZYM_2,CEO,P-Purchase,2839,19.64,55767.37,6164,Indirect,4
4256,2022-06-17,2022-06-15,ZMI,Insider_ZMI_8,SVP,P-Purchase,130,10.18,1323.74,2163,Direct,2
5454,2022-06-17,2022-06-16,OYV,Insider_OYV_1,General Counsel,S-Sale,249,9.1,2266.86,10881,Direct,1
2050,2022-06-17,2022-06-15,NTS,Insider_NTS_8,CTO,S-Sale,3595,54.31,195262.24,45983,Trust,2
4798,2022-06-17,2022-06-13,HDXY,Insider_HDXY_3,Director,P-Purchase,3592,11.01,39553.07,40126,Direct,4
2828,2022-06-20,2022-06-17,BCQ,Insider_BCQ_2,SVP,S-Sale,346,3.67,1269.58,2641,Direct,3
3842,2022-06-20,2022-06-17,NRZI,Insider_NRZI_0,VP,S-Sale,8267,49.39,408336.1,45370,Direct,3
6388,2022-06-20,2022-06-20,KZW,Insider_KZW_1,CFO,S-Sale,17536,40.09,702945.73,34281,Direct,0
6880,2022-06-20,2022-06-13,ZPU,Insider_ZPU_4,General Counsel,P-Purchase,273,8.55,2335.44,33647,Direct,7
7474,2022-06-21,2022-06-20,BTO,Insider_BTO_4,Director,S-Sale,40312,10.38,418562.03,0,Indirect,1
5298,2022-06-21,2022-06-19,EXQN,Insider_EXQN_1,10% Owner,S-Sale,2477,18.18,45027.14,94858,Direct,2
2506,2022-06-21,2022-06-20,TUDU,Insider_TUDU_6,SVP,P-Purchase,639,17.26,11028.45,21288,Direct,1
5867,2022-06-21,2022-06-20,BCQ,Insider_BCQ_2,SVP,S-Sale,88534,5.82,515359.25,0,Indirect,1
5826,2022-06-22,2022-06-21,JBZ,Insider_JBZ_2,VP,S-Sale,35478,8.34,295837.85,0,Direct,1
39,2022-06-22,2022-06-21,JQTX,Insider_JQTX_0,Director,S-Sale,199000,31.06,6181875.39,0,Direct,1
7865,2022-06-22,2022-06-18,KVP,Insider_KVP_4,General Counsel,S-Sale,5723,26.65,152490.48,172485,Trust,4
4187,2022-06-22,2022-06-19,EVY,Insider_EVY_4,General Counsel,S-Sale,17803,23.01,409578.54,0,Direct,3
547,2022-06-23,2022-06-23,YXMZ,Insider_YXMZ_1,SVP,S-Sale,26196,33.55,878761.7,0,Direct,0
3214,2022-06-23,2022-06-21,CSP,Insider_CSP_1,General Counsel,S-Sale,5895,8.41,49602.33,54519,Trust,2
1018,2022-06-24,2022-06-21,JQTX,Insider_JQTX_7,VP,P-Purchase,852,20.58,17533.65,12887,Direct,3
3963,2022-06-24,2022-06-19,BOHH,Insider_BOHH_1,Director,S-Sale,138,28.78,3971.47,138078,Direct,5
1556,2022-06-24,2022-06-22,NPNL,Insider_NPNL_8,CTO,S-Sale,6887,7.97,54923.17,7340,Direct,2
7103,2022-06-24,2022-06-22,XZYM,Insider_XZYM_2,CEO,P-Purchase,12163,9.83,119602.23,14893,Trust,2
122,2022-06-27,2022-06-25,ACR,Insider_ACR_3,General Counsel,S-Sale,1687,7.4,12489.47,20554,Trust,2
5746,2022-06-27,2022-06-26,YCES,Insider_YCES_3,CFO,S-Sale,330,13.41,4425.31,34969,Trust,1
705,2022-06-27,2022-06-25,KDMG,Insider_KDMG_0,SVP,S-Sale,820,15.55,12750.75,83775,Indirect,2
7734,2022-06-27,2022-06-25,VWEA,Insider_VWEA_1,SVP,S-Sale,2248,3.27,7342.83,114171,Direct,2
6508,2022-06-27,2022-06-24,OBBW,Insider_OBBW_4,Director,S-Sale,10962,6.32,69277.14,8559,Direct,3
3716,2022-06-27,2022-06-26,BTO,Insider_BTO_4,Director,S-Sale,1477,12.55,18537.15,690584,Direct,1
182,2022-06-27,2022-06-20,QQL,Insider_QQL_2,CFO,S-Sale,8736,6.72,58695.13,33517,Direct,7
3655,2022-06-28,2022-06-26,CYR,Insider_CYR_2,VP,P-Purchase,13408,4.4,59024.16,21785,Indirect,2
5597,2022-06-28,2022-06-26,OYWE,Insider_OYWE_1,CEO,S-Sale,5097,19.79,100851.35,270211,Direct,2
2034,2022-06-28,2022-06-24,NCF,Insider_NCF_0,Director,P-Purchase,239,56.31,13458.19,17028,Direct,4
3799,2022-06-28,2022-06-18,SYZV,Insider_SYZV_3,Controller,P-Purchase,448,13.83,6195.76,236292,Direct,10
2185,2022-06-28,2022-06-28,AQH,Insider_AQH_1,CTO,S-Sale,205,17.7,3628.61,3870,Direct,0
5353,2022-06-29,2022-06-27,OQKU,Insider_OQKU_4,CEO,S-Sale,36769,54.46,2002553.93,0,Indirect,2
3420,2022-06-29,2022-06-27,EVY,Insider_EVY_3,VP,S-Sale,3210,9.72,31200.24,1507,Direct,2
6646,2022-06-29,2022-06-25,EVY,Insider_EVY_5,Director,S-Sale,18820,10.63,200046.62,50855,Indirect,4
1096,2022-06-29,2022-06-27,DJEI,Insider_DJEI_3,CEO,P-Purchase,312,5.95,1856.02,18021,Direct,2
369,2022-06-29,2022-06-26,CVU,Insider_CVU_2,VP,S-Sale,192,135.22,25962.19,276523,Direct,3
5539,2022-06-29,2022-06-26,NWY,Insider_NWY_9,10% Owner,P-Purchase,12584,13.53,170217.84,45961,Direct,3
2471,2022-06-30,2022-06-28,XQQ,Insider_XQQ_10,VP,S-Sale,20632,3.53,72779.51,0,Direct,2
6747,2022-06-30,2022-06-29,LMLN,Insider_LMLN_0,COO,S-Sale,15188,4.78,72610.74,20106,Direct,1
3486,2022-06-30,2022-06-29,LMLN,Insider_LMLN_6,CTO,P-Purchase,709,6.56,4648.58,2034,Direct,1
3076,2022-06-30,2022-06-30,VZCH,Insider_VZCH_5,COO,S-Sale,80597,7.04,567433.67,395703,Direct,0
739,2022-06-30,2022-06-27,SMM,Insider_SMM_5,Director,S-Sale,40173,6.64,266792.81,4271,Direct,3
3226,2022-07-01,2022-06-26,GQT,Insider_GQT_4,CTO,S-Sale,1966,33.27,65405.9,15312,Direct,5
